sentence_good,sentence_bad,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pair_id,good_prob,bad_prob,correct
That cashier isn't running around.,That cashier isn't wearing.,syntax,argument_structure,drop_argument,True,False,False,False,132,-46.897727966308594,-44.21338653564453,0
Diane hasn't approached.,Diane hasn't fired.,syntax,argument_structure,drop_argument,True,False,False,False,133,-38.18119812011719,-34.560508728027344,0
Gerald's brothers remember.,Gerald's brothers went to.,syntax,argument_structure,drop_argument,True,False,False,False,134,-39.37026596069336,-40.348873138427734,1
A lot of waiters tour.,A lot of waiters flee from.,syntax,argument_structure,drop_argument,True,False,False,False,135,-52.76476287841797,-63.28132247924805,1
Stacy observes.,Stacy likes.,syntax,argument_structure,drop_argument,True,False,False,False,136,-29.866195678710938,-27.67371368408203,0
That organization forgot.,That organization referenced.,syntax,argument_structure,drop_argument,True,False,False,False,137,-29.39910125732422,-30.74073600769043,1
Elaine had approached.,Elaine had cured.,syntax,argument_structure,drop_argument,True,False,False,False,138,-31.777008056640625,-30.95703887939453,0
Jason's spouse isn't ascending.,Jason's spouse isn't listening to.,syntax,argument_structure,drop_argument,True,False,False,False,139,-44.2336311340332,-37.06248474121094,0
Some university hasn't forgotten.,Some university hasn't talked to.,syntax,argument_structure,drop_argument,True,False,False,False,140,-29.180503845214844,-30.57244110107422,1
Some guest explores.,Some guest talks about.,syntax,argument_structure,drop_argument,True,False,False,False,141,-26.147924423217773,-27.211645126342773,1
A guy's plumbers had cleaned.,A guy's plumbers had argued about.,syntax,argument_structure,drop_argument,True,False,False,False,142,-59.00326156616211,-66.57829284667969,1
Theodore was climbing up.,Theodore was boasting about.,syntax,argument_structure,drop_argument,True,False,False,False,143,-31.770763397216797,-45.138832092285156,1
A son of Homer shouldn't leave.,A son of Homer shouldn't work with.,syntax,argument_structure,drop_argument,True,False,False,False,144,-52.769203186035156,-56.08196258544922,1
Jerry helps.,Jerry went to.,syntax,argument_structure,drop_argument,True,False,False,False,145,-13.058305740356445,-13.3129243850708,1
Connie's contractor hasn't toured.,Connie's contractor hasn't fled from.,syntax,argument_structure,drop_argument,True,False,False,False,146,-44.999629974365234,-52.307594299316406,1
Debra couldn't buy.,Debra couldn't care for.,syntax,argument_structure,drop_argument,True,False,False,False,147,-25.76589012145996,-28.44085121154785,1
Amanda has sold.,Amanda has dropped by.,syntax,argument_structure,drop_argument,True,False,False,False,148,-29.565475463867188,-34.432373046875,1
Many students' mentees bought.,Many students' mentees dropped by.,syntax,argument_structure,drop_argument,True,False,False,False,149,-51.53260040283203,-59.46669006347656,1
Bradley hadn't passed.,Bradley hadn't argued about.,syntax,argument_structure,drop_argument,True,False,False,False,150,-24.973735809326172,-33.41948699951172,1
Ruth's daughters forget.,Ruth's daughters reveal.,syntax,argument_structure,drop_argument,True,False,False,False,151,-38.98754119873047,-41.08293151855469,1
Naomi's ex-boyfriends descend.,Naomi's ex-boyfriends liked.,syntax,argument_structure,drop_argument,True,False,False,False,152,-69.86955261230469,-63.3064079284668,0
These boys' guests pass.,These boys' guests fired.,syntax,argument_structure,drop_argument,True,False,False,False,153,-33.762630462646484,-34.45681381225586,1
Rachel's girlfriend ascends.,Rachel's girlfriend dropped by.,syntax,argument_structure,drop_argument,True,False,False,False,154,-35.08568572998047,-31.536836624145508,0
Suzanne had cleaned.,Suzanne had concealed.,syntax,argument_structure,drop_argument,True,False,False,False,155,-31.613136291503906,-35.48137664794922,1
Rose buys.,Rose resembles.,syntax,argument_structure,drop_argument,True,False,False,False,156,-15.612578392028809,-15.088395118713379,0
Alan's doctor can't attack.,Alan's doctor can't wear.,syntax,argument_structure,drop_argument,True,False,False,False,157,-29.922298431396484,-31.28341293334961,1
Benjamin sells.,Benjamin escaped from.,syntax,argument_structure,drop_argument,True,False,False,False,158,-21.725183486938477,-28.346424102783203,1
A lot of boys explored.,A lot of boys lifted.,syntax,argument_structure,drop_argument,True,False,False,False,159,-42.89225769042969,-41.27423095703125,0
Lucille's lawyer sees.,Lucille's lawyer returns to.,syntax,argument_structure,drop_argument,True,False,False,False,160,-33.792327880859375,-38.17674255371094,1
Those hospitals buy.,Those hospitals liked.,syntax,argument_structure,drop_argument,True,False,False,False,161,-22.040124893188477,-23.066661834716797,1
Nancy descended.,Nancy lifts.,syntax,argument_structure,drop_argument,True,False,False,False,162,-23.244430541992188,-24.033329010009766,1
Valerie skates around.,Valerie complains about.,syntax,argument_structure,drop_argument,True,False,False,False,163,-34.58423614501953,-29.51926612854004,0
Ella could attack.,Ella could drop by.,syntax,argument_structure,drop_argument,True,False,False,False,164,-28.876800537109375,-36.09008026123047,1
Martin hasn't left.,Martin hasn't arrived at.,syntax,argument_structure,drop_argument,True,False,False,False,165,-17.97518539428711,-25.30660057067871,1
Kevin investigates.,Kevin boasts about.,syntax,argument_structure,drop_argument,True,False,False,False,166,-18.736581802368164,-24.151826858520508,1
Ronald's employees run around.,Ronald's employees fire.,syntax,argument_structure,drop_argument,True,False,False,False,167,-46.410301208496094,-44.88946533203125,0
Wayne's ex-wife bought.,Wayne's ex-wife disagreed with.,syntax,argument_structure,drop_argument,True,False,False,False,168,-45.79742431640625,-54.60877990722656,1
Jennifer ran around.,Jennifer goes to.,syntax,argument_structure,drop_argument,True,False,False,False,169,-16.610374450683594,-13.344881057739258,0
All dancers watch.,All dancers concealed.,syntax,argument_structure,drop_argument,True,False,False,False,170,-23.1851863861084,-29.93675994873047,1
Many doctors passed.,Many doctors dropped by.,syntax,argument_structure,drop_argument,True,False,False,False,171,-20.618980407714844,-29.452211380004883,1
Dana's guest passes.,Dana's guest revealed.,syntax,argument_structure,drop_argument,True,False,False,False,172,-37.17244338989258,-38.80266571044922,1
Becky could skate around.,Becky could care for.,syntax,argument_structure,drop_argument,True,False,False,False,173,-30.754026412963867,-25.600452423095703,0
Wayne climbed down.,Wayne sounded like.,syntax,argument_structure,drop_argument,True,False,False,False,174,-27.893701553344727,-28.056787490844727,1
This child observes.,This child disagrees with.,syntax,argument_structure,drop_argument,True,False,False,False,175,-25.076196670532227,-31.262605667114258,1
Those organizations buy.,Those organizations fire.,syntax,argument_structure,drop_argument,True,False,False,False,176,-20.942888259887695,-21.999996185302734,1
Linda had climbed up.,Linda had looked like.,syntax,argument_structure,drop_argument,True,False,False,False,177,-30.123645782470703,-29.20812225341797,0
Stacey attacked.,Stacey wears.,syntax,argument_structure,drop_argument,True,False,False,False,178,-31.6923828125,-33.831092834472656,1
Kristen's piano teachers had climbed up.,Kristen's piano teachers had revealed.,syntax,argument_structure,drop_argument,True,False,False,False,179,-50.04999923706055,-48.60749053955078,0
Margaret exits.,Margaret dislikes.,syntax,argument_structure,drop_argument,True,False,False,False,180,-21.931732177734375,-32.78692626953125,1
David wouldn't sell.,David wouldn't argue about.,syntax,argument_structure,drop_argument,True,False,False,False,181,-20.586711883544922,-21.27779769897461,1
A lot of waiters' best friend watches.,A lot of waiters' best friend references.,syntax,argument_structure,drop_argument,True,False,False,False,182,-77.01480102539062,-78.08079528808594,1
Connie climbs up.,Connie talked to.,syntax,argument_structure,drop_argument,True,False,False,False,183,-22.486186981201172,-20.768638610839844,0
Catherine wasn't watching.,Catherine wasn't admiring.,syntax,argument_structure,drop_argument,True,False,False,False,184,-30.221858978271484,-43.5111198425293,1
Bradley visits.,Bradley examines.,syntax,argument_structure,drop_argument,True,False,False,False,185,-18.01419448852539,-21.82124900817871,1
Sandra cleans.,Sandra liked.,syntax,argument_structure,drop_argument,True,False,False,False,186,-28.2204532623291,-26.346172332763672,0
Ann can't watch.,Ann can't work with.,syntax,argument_structure,drop_argument,True,False,False,False,187,-16.284709930419922,-21.105255126953125,1
Senators remember.,Senators found.,syntax,argument_structure,drop_argument,True,False,False,False,188,-20.87984848022461,-21.1162109375,1
Travis can't see.,Travis can't bike to.,syntax,argument_structure,drop_argument,True,False,False,False,189,-33.5692253112793,-45.02360534667969,1
Lissa hadn't skated around.,Lissa hadn't complained about.,syntax,argument_structure,drop_argument,True,False,False,False,190,-44.578548431396484,-37.61091995239258,0
Every actor is exiting.,Every actor is lifting.,syntax,argument_structure,drop_argument,True,False,False,False,191,-28.355436325073242,-26.623380661010742,0
Monet climbs up.,Monet fled from.,syntax,argument_structure,drop_argument,True,False,False,False,192,-23.310192108154297,-29.463871002197266,1
Suzanne's mentees were investigating.,Suzanne's mentees were driving to.,syntax,argument_structure,drop_argument,True,False,False,False,193,-57.97136688232422,-59.72361755371094,1
A cashier skated around.,A cashier worked with.,syntax,argument_structure,drop_argument,True,False,False,False,194,-55.234439849853516,-47.892181396484375,0
The Impressionists' friends are touring.,The Impressionists' friends are escaping from.,syntax,argument_structure,drop_argument,True,False,False,False,195,-60.73382568359375,-68.18067932128906,1
Sandra sees.,Sandra biked to.,syntax,argument_structure,drop_argument,True,False,False,False,196,-25.398212432861328,-40.499202728271484,1
The granddaughter of these people hasn't sold.,The granddaughter of these people hasn't argued about.,syntax,argument_structure,drop_argument,True,False,False,False,197,-40.68891906738281,-48.17060852050781,1
Tina wasn't running around.,Tina wasn't finding.,syntax,argument_structure,drop_argument,True,False,False,False,198,-36.450645446777344,-35.974273681640625,0
Paula's daughters had passed.,Paula's daughters had examined.,syntax,argument_structure,drop_argument,True,False,False,False,199,-34.65219497680664,-37.878395080566406,1
Those boys run around.,Those boys disagreed with.,syntax,argument_structure,drop_argument,True,False,False,False,200,-22.437026977539062,-29.005067825317383,1
A teacher ascends.,A teacher goes to.,syntax,argument_structure,drop_argument,True,False,False,False,201,-41.58661651611328,-31.154983520507812,0
Keith watches.,Keith sounds like.,syntax,argument_structure,drop_argument,True,False,False,False,202,-10.833318710327148,-15.972723007202148,1
Those granddaughters of Timothy do remember.,Those granddaughters of Timothy do scare.,syntax,argument_structure,drop_argument,True,False,False,False,203,-58.99107360839844,-61.75181579589844,1
