sentence_good,sentence_bad,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pair_id,good_prob,bad_prob,correct
These essays about the Lutherans were fun to argue about.,These essays about the Lutherans were apt to argue about.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,89,-76.22883605957031,-79.26962280273438,1
Denise wasn't boring to flee from.,Denise wasn't soon to flee from.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,90,-50.02197265625,-52.249271392822266,1
Most nuclei were ready to lift.,Most nuclei were apt to lift.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,91,-46.617591857910156,-54.6667594909668,1
Amelia isn't boring to talk to.,Amelia isn't about to talk to.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,92,-46.56830596923828,-41.98655319213867,0
Winston Churchill was tough to conceal.,Winston Churchill was unlikely to conceal.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,93,-50.19166564941406,-55.57411575317383,1
Ann wasn't tough to conceal.,Ann wasn't likely to conceal.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,94,-40.37450408935547,-40.2176399230957,0
Elaine is unpleasant to reference.,Elaine is apt to reference.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,95,-40.68765640258789,-41.36481475830078,1
Victoria isn't pleasant to argue about.,Victoria isn't certain to argue about.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,96,-35.922786712646484,-35.64613342285156,0
That skirt is annoying to wear.,That skirt is certain to wear.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,97,-39.81681442260742,-36.965579986572266,0
Harvard University was ready to drive to.,Harvard University was likely to drive to.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,98,-44.957115173339844,-47.72869110107422,1
Angela was ready to reference.,Angela was soon to reference.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,99,-30.463356018066406,-37.848846435546875,1
Bruce is tough to scare.,Bruce is sure to scare.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,100,-26.097145080566406,-27.899507522583008,1
This father of every actress isn't hard work to respect.,This father of every actress isn't about to respect.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,101,-71.917724609375,-63.267887115478516,0
The Great Lakes were boring to bike to.,The Great Lakes were likely to bike to.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,102,-55.19276428222656,-52.14300537109375,0
That actress is exciting to boast about.,That actress is unlikely to boast about.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,103,-54.714996337890625,-56.859375,1
Brad is hard to listen to.,Brad is apt to listen to.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,104,-20.52577018737793,-29.612573623657227,1
Lucille's mothers were interesting to escape from.,Lucille's mothers were certain to escape from.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,105,-56.39134979248047,-57.676658630371094,1
Holly is annoying to flee from.,Holly is soon to flee from.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,106,-46.58928680419922,-46.1365966796875,0
Dancers' hairdressers were ready to argue about.,Dancers' hairdressers were apt to argue about.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,107,-79.5125961303711,-87.76589965820312,1
Most cafes are boring to walk through.,Most cafes are unlikely to walk through.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,108,-44.4464111328125,-46.459129333496094,1
Elizabeth isn't annoying to work with.,Elizabeth isn't soon to work with.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,109,-35.234291076660156,-36.715423583984375,1
Denise isn't easy to reveal.,Denise isn't certain to reveal.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,110,-37.60944366455078,-41.503334045410156,1
Michelle is tough to escape from.,Michelle is about to escape from.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,111,-32.66825866699219,-32.141822814941406,0
Tamara isn't enjoyable to work with.,Tamara isn't apt to work with.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,112,-45.220367431640625,-43.479881286621094,0
Dan wasn't hard to boast about.,Dan wasn't likely to boast about.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,113,-42.90782928466797,-43.93228530883789,1
That oasis is irritating to walk through.,That oasis is likely to walk through.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,114,-50.61005401611328,-44.84672927856445,0
James was pleasant to reference.,James was apt to reference.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,115,-32.130340576171875,-31.36781120300293,0
Vanessa's colleague was annoying to cure.,Vanessa's colleague was sure to cure.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,116,-55.71687316894531,-52.59368896484375,0
Carolyn isn't enjoyable to boast about.,Carolyn isn't about to boast about.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,117,-62.078208923339844,-54.783447265625,0
The grandson of those teenagers is pleasant to conceal.,The grandson of those teenagers is likely to conceal.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,118,-58.72075271606445,-54.310176849365234,0
Monica isn't exciting to escape from.,Monica isn't unlikely to escape from.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,119,-46.637359619140625,-49.79003143310547,1
Teresa isn't tough to disagree with.,Teresa isn't bound to disagree with.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,120,-47.28324890136719,-46.932212829589844,0
That customer was fun to listen to.,That customer was sure to listen to.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,121,-36.84972381591797,-40.749977111816406,1
A lot of blouses are tough to wear.,A lot of blouses are bound to wear.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,122,-58.76936340332031,-57.9289665222168,0
Many newspaper articles were ready to conceal.,Many newspaper articles were apt to conceal.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,123,-45.930015563964844,-53.49961471557617,1
Rachelle isn't tough to reveal.,Rachelle isn't certain to reveal.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,124,-42.18158721923828,-43.821693420410156,1
All grocery stores are boring to drop by.,All grocery stores are unlikely to drop by.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,125,-51.390159606933594,-53.56521987915039,1
Sheila's employees were hard work to fire.,Sheila's employees were likely to fire.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,126,-55.70889663696289,-49.79852294921875,0
Aaron's friend was pleasant to disagree with.,Aaron's friend was about to disagree with.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,127,-45.761146545410156,-39.17807388305664,0
Every son of Jerry isn't enjoyable to cure.,Every son of Jerry isn't soon to cure.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,128,-61.05143737792969,-58.52186965942383,0
Steve's mother was irritating to examine.,Steve's mother was about to examine.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,129,-40.311100006103516,-31.900188446044922,0
Rachel isn't easy to talk to.,Rachel isn't about to talk to.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,130,-28.946306228637695,-30.030899047851562,1
All waitresses' electrician isn't fun to reference.,All waitresses' electrician isn't soon to reference.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,131,-86.93772888183594,-93.90078735351562,1
Andrew isn't exciting to listen to.,Andrew isn't certain to listen to.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,132,-33.3944091796875,-33.96902847290039,1
Kenneth wasn't fun to cure.,Kenneth wasn't likely to cure.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,133,-39.47554016113281,-39.270145416259766,0
This father of Denise is fun to listen to.,This father of Denise is sure to listen to.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,134,-53.25932312011719,-51.77764892578125,0
All gloves are tough to wear.,All gloves are apt to wear.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,135,-33.33688735961914,-37.252586364746094,1
This nephew of teenagers isn't interesting to disagree with.,This nephew of teenagers isn't about to disagree with.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,136,-63.2001838684082,-59.0333366394043,0
A lot of customers aren't difficult to talk to.,A lot of customers aren't soon to talk to.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,137,-51.22434616088867,-58.208740234375,1
Carolyn is irritating to scare.,Carolyn is soon to scare.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,138,-42.35950469970703,-41.783241271972656,0
Paula wasn't hard to scare.,Paula wasn't bound to scare.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,139,-33.51609420776367,-38.55762481689453,1
Many children's podiatrists aren't boring to disagree with.,Many children's podiatrists aren't likely to disagree with.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,140,-90.63433837890625,-86.14730834960938,0
Dawn's partner wasn't enjoyable to disagree with.,Dawn's partner wasn't about to disagree with.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,141,-71.11528015136719,-62.972801208496094,0
Catherine is pleasant to fire.,Catherine is bound to fire.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,142,-45.3265495300293,-41.18367004394531,0
Beverly's lawyers were pleasant to reference.,Beverly's lawyers were certain to reference.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,143,-73.264404296875,-71.48131561279297,0
All glaciers were hard to go to.,All glaciers were soon to go to.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,144,-38.80950164794922,-47.63520050048828,1
Some bank wasn't unpleasant to go to.,Some bank wasn't sure to go to.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,145,-43.48560333251953,-40.19671630859375,0
Vincent wasn't boring to care for.,Vincent wasn't unlikely to care for.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,146,-51.99058532714844,-54.71440124511719,1
Some daughter of that girl is pleasant to respect.,Some daughter of that girl is apt to respect.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,147,-53.08257293701172,-53.19013977050781,1
Steve is exciting to care for.,Steve is unlikely to care for.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,148,-33.682525634765625,-34.80291748046875,1
Every alumnus wasn't boring to disagree with.,Every alumnus wasn't soon to disagree with.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,149,-65.20884704589844,-66.36581420898438,1
That shawl was irritating to wear.,That shawl was apt to wear.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,150,-53.854061126708984,-53.134605407714844,0
That lake is unpleasant to go to.,That lake is unlikely to go to.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,151,-39.36732482910156,-40.80017852783203,1
Rebecca wasn't difficult to flee from.,Rebecca wasn't certain to flee from.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,152,-45.3056640625,-49.37079620361328,1
The shawls weren't pleasant to wear.,The shawls weren't bound to wear.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,153,-60.579345703125,-57.52238082885742,0
The granddaughters of Christopher were hard work to examine.,The granddaughters of Christopher were sure to examine.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,154,-81.73442077636719,-76.79553985595703,0
Mark wasn't easy to conceal.,Mark wasn't likely to conceal.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,155,-33.66074752807617,-35.59222412109375,1
Syntheses aren't hard to argue about.,Syntheses aren't about to argue about.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,156,-60.39139175415039,-63.55329132080078,1
Beth's girlfriend was interesting to care for.,Beth's girlfriend was sure to care for.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,157,-65.21894836425781,-66.12550354003906,1
Eva wasn't exciting to disagree with.,Eva wasn't bound to disagree with.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,158,-37.91051483154297,-36.52830505371094,0
Most cucumbers were hard to reveal.,Most cucumbers were sure to reveal.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,159,-46.07466506958008,-51.940189361572266,1
These commentaries about the Clintons weren't unpleasant to disagree with.,These commentaries about the Clintons weren't likely to disagree with.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,160,-88.343994140625,-83.37416076660156,0
Movie theaters are pleasant to arrive at.,Movie theaters are likely to arrive at.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,161,-48.20203399658203,-43.28801727294922,0
Amy isn't boring to conceal.,Amy isn't apt to conceal.,syntax_semantics,control_raising,tough_vs_raising_1,True,False,False,False,162,-38.03529357910156,-38.24683380126953,1
