sentence_good,sentence_bad,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pair_id,good_prob,bad_prob,correct
Aaron isn't referenced by the teacher.,Aaron isn't referenced by the picture.,syntax,s-selection,animate_subject_passive,True,True,False,False,59,-39.60493469238281,-39.060272216796875,0
Carolyn is referenced by some adults.,Carolyn is referenced by some book.,syntax,s-selection,animate_subject_passive,True,True,False,False,60,-43.09864044189453,-43.930198669433594,1
Donna wasn't disliked by the patients.,Donna wasn't disliked by the apple.,syntax,s-selection,animate_subject_passive,True,True,False,False,61,-47.366790771484375,-49.86183166503906,1
The commentaries weren't scanned by the patient.,The commentaries weren't scanned by the snake.,syntax,s-selection,animate_subject_passive,True,True,False,False,62,-60.28092956542969,-61.32724380493164,1
Many grocery stores are passed by the children.,Many grocery stores are passed by the trucks.,syntax,s-selection,animate_subject_passive,True,True,False,False,63,-43.58926010131836,-46.640708923339844,1
Some book isn't scanned by some dancer.,Some book isn't scanned by some reports.,syntax,s-selection,animate_subject_passive,True,True,False,False,64,-55.3113899230957,-52.78923416137695,0
Julia was talked to by the lady.,Julia was talked to by the sheep.,syntax,s-selection,animate_subject_passive,True,True,False,False,65,-40.36823272705078,-42.176658630371094,1
A lot of malls are exited by some children.,A lot of malls are exited by some screens.,syntax,s-selection,animate_subject_passive,True,True,False,False,66,-66.37893676757812,-70.18003845214844,1
Mitchell was discussed by some boy.,Mitchell was discussed by some pork.,syntax,s-selection,animate_subject_passive,True,True,False,False,67,-46.86438751220703,-50.042301177978516,1
Kevin was loved by the teenagers.,Kevin was loved by the broccoli.,syntax,s-selection,animate_subject_passive,True,True,False,False,68,-31.149608612060547,-33.74085998535156,1
The cafes aren't appreciated by some driver.,The cafes aren't appreciated by some ellipsis.,syntax,s-selection,animate_subject_passive,True,True,False,False,69,-56.3460693359375,-79.55424499511719,1
Many glasses aren't cleaned by the men.,Many glasses aren't cleaned by the committees.,syntax,s-selection,animate_subject_passive,True,True,False,False,70,-43.99907684326172,-47.30445098876953,1
Cilantro wasn't hidden by some teacher.,Cilantro wasn't hidden by some fish.,syntax,s-selection,animate_subject_passive,True,True,False,False,71,-62.45366668701172,-58.25330352783203,0
That hill is seen by the children.,That hill is seen by the rabbits.,syntax,s-selection,animate_subject_passive,True,True,False,False,72,-37.98920822143555,-42.57658004760742,1
Debra wasn't admired by the drivers.,Debra wasn't admired by the geese.,syntax,s-selection,animate_subject_passive,True,True,False,False,73,-44.84453582763672,-52.41846466064453,1
These sketches were researched by some girls.,These sketches were researched by some axes.,syntax,s-selection,animate_subject_passive,True,True,False,False,74,-47.797271728515625,-54.976600646972656,1
Bethany isn't thought about by the ladies.,Bethany isn't thought about by the windows.,syntax,s-selection,animate_subject_passive,True,True,False,False,75,-67.00978088378906,-65.9087142944336,0
A grocery store is researched by the actor.,A grocery store is researched by the ellipsis.,syntax,s-selection,animate_subject_passive,True,True,False,False,76,-61.069358825683594,-85.23530578613281,1
That cafe isn't driven to by some teachers.,That cafe isn't driven to by some documentary.,syntax,s-selection,animate_subject_passive,True,True,False,False,77,-57.289791107177734,-60.246849060058594,1
Spain wasn't toured by some customer.,Spain wasn't toured by some company.,syntax,s-selection,animate_subject_passive,True,True,False,False,78,-49.261444091796875,-45.36451721191406,0
That ladder wasn't descended by the cashier.,That ladder wasn't descended by the convertibles.,syntax,s-selection,animate_subject_passive,True,True,False,False,79,-59.09252166748047,-68.07745361328125,1
Thomas wasn't hugged by some guest.,Thomas wasn't hugged by some projectors.,syntax,s-selection,animate_subject_passive,True,True,False,False,80,-49.24758529663086,-56.45531463623047,1
That fish is taken by the teacher.,That fish is taken by the series.,syntax,s-selection,animate_subject_passive,True,True,False,False,81,-42.087501525878906,-39.94408416748047,0
This art gallery wasn't passed by some woman.,This art gallery wasn't passed by some teeth.,syntax,s-selection,animate_subject_passive,True,True,False,False,82,-61.432220458984375,-63.55848693847656,1
These unicycles are seen by the guests.,These unicycles are seen by the deer.,syntax,s-selection,animate_subject_passive,True,True,False,False,83,-58.23727035522461,-59.93629837036133,1
Timothy was praised by the waitresses.,Timothy was praised by the geese.,syntax,s-selection,animate_subject_passive,True,True,False,False,84,-52.194923400878906,-45.97788619995117,0
Curtis is concealed by some teenager.,Curtis is concealed by some paralysis.,syntax,s-selection,animate_subject_passive,True,True,False,False,85,-60.66238784790039,-61.11256408691406,1
These universities were boycotted by some lady.,These universities were boycotted by some mirrors.,syntax,s-selection,animate_subject_passive,True,True,False,False,86,-64.85685729980469,-64.74942779541016,0
Many malls aren't messed up by some actresses.,Many malls aren't messed up by some skateboards.,syntax,s-selection,animate_subject_passive,True,True,False,False,87,-55.18088150024414,-63.129112243652344,1
Deanna isn't boasted about by some waiters.,Deanna isn't boasted about by some wheelbarrows.,syntax,s-selection,animate_subject_passive,True,True,False,False,88,-75.92188262939453,-87.27284240722656,1
Jacqueline was talked to by the cashiers.,Jacqueline was talked to by the feet.,syntax,s-selection,animate_subject_passive,True,True,False,False,89,-56.73725891113281,-48.60933303833008,0
That patient wasn't helped by the boy.,That patient wasn't helped by the reports.,syntax,s-selection,animate_subject_passive,True,True,False,False,90,-45.73503112792969,-47.05281066894531,1
Deborah isn't watched by some children.,Deborah isn't watched by some fish.,syntax,s-selection,animate_subject_passive,True,True,False,False,91,-44.745853424072266,-47.224220275878906,1
Some hill was escaped from by the actresses.,Some hill was escaped from by the fungus.,syntax,s-selection,animate_subject_passive,True,True,False,False,92,-53.728660583496094,-55.073265075683594,1
Theodore is referenced by some driver.,Theodore is referenced by some muffins.,syntax,s-selection,animate_subject_passive,True,True,False,False,93,-48.14562225341797,-53.013160705566406,1
Every skateboard isn't lifted by the man.,Every skateboard isn't lifted by the oxen.,syntax,s-selection,animate_subject_passive,True,True,False,False,94,-54.0899543762207,-59.1948356628418,1
All public parks were explored by some teenager.,All public parks were explored by some screen.,syntax,s-selection,animate_subject_passive,True,True,False,False,95,-53.38554382324219,-52.9043083190918,0
This cake is seen by the pedestrians.,This cake is seen by the parentheses.,syntax,s-selection,animate_subject_passive,True,True,False,False,96,-39.361854553222656,-40.30609893798828,1
Every person wasn't cared for by the offspring.,Every person wasn't cared for by the fungus.,syntax,s-selection,animate_subject_passive,True,True,False,False,97,-45.803680419921875,-47.09052276611328,1
Edward wasn't insulted by some alumni.,Edward wasn't insulted by some oxen.,syntax,s-selection,animate_subject_passive,True,True,False,False,98,-48.29737854003906,-48.35283279418945,1
Brad was investigated by the actresses.,Brad was investigated by the rabbits.,syntax,s-selection,animate_subject_passive,True,True,False,False,99,-35.18620300292969,-36.01807403564453,1
Many glaciers weren't researched by the woman.,Many glaciers weren't researched by the muffin.,syntax,s-selection,animate_subject_passive,True,True,False,False,100,-56.842288970947266,-61.24127197265625,1
This pedestrian isn't thought about by the senators.,This pedestrian isn't thought about by the pamphlet.,syntax,s-selection,animate_subject_passive,True,True,False,False,101,-56.142295837402344,-53.90437316894531,0
This art gallery was driven to by some alumni.,This art gallery was driven to by some skateboard.,syntax,s-selection,animate_subject_passive,True,True,False,False,102,-67.44356536865234,-70.23855590820312,1
The banks weren't arrived at by the adult.,The banks weren't arrived at by the gloves.,syntax,s-selection,animate_subject_passive,True,True,False,False,103,-56.78079605102539,-56.1457633972168,0
Kevin isn't hidden by the cashiers.,Kevin isn't hidden by the jacket.,syntax,s-selection,animate_subject_passive,True,True,False,False,104,-45.137046813964844,-37.61079025268555,0
These grocery stores were concealed by some teenagers.,These grocery stores were concealed by some tomatoes.,syntax,s-selection,animate_subject_passive,True,True,False,False,105,-54.362735748291016,-57.11286544799805,1
Holly is seen by some girls.,Holly is seen by some glasses.,syntax,s-selection,animate_subject_passive,True,True,False,False,106,-40.07225036621094,-42.6529655456543,1
Some drawing was discovered by the waitress.,Some drawing was discovered by the paralysis.,syntax,s-selection,animate_subject_passive,True,True,False,False,107,-47.43354034423828,-47.65589141845703,1
Most gates are bought by the children.,Most gates are bought by the turtle.,syntax,s-selection,animate_subject_passive,True,True,False,False,108,-35.25440979003906,-41.75019454956055,1
A lot of libraries are sold by the guys.,A lot of libraries are sold by the reports.,syntax,s-selection,animate_subject_passive,True,True,False,False,109,-58.82411193847656,-60.767066955566406,1
Rebecca wasn't cared for by some teenager.,Rebecca wasn't cared for by some diagnosis.,syntax,s-selection,animate_subject_passive,True,True,False,False,110,-53.340049743652344,-52.978214263916016,0
The hills were dropped by by some senator.,The hills were dropped by by some ice.,syntax,s-selection,animate_subject_passive,True,True,False,False,111,-55.26597595214844,-52.49219512939453,0
Debra was described by some waiters.,Debra was described by some documentaries.,syntax,s-selection,animate_subject_passive,True,True,False,False,112,-51.85559844970703,-44.12441635131836,0
Michelle was praised by some waiter.,Michelle was praised by some jackets.,syntax,s-selection,animate_subject_passive,True,True,False,False,113,-37.1158561706543,-37.53516387939453,1
Monica was hated by the guy.,Monica was hated by the windows.,syntax,s-selection,animate_subject_passive,True,True,False,False,114,-39.17860412597656,-40.71278762817383,1
The school was run around by some cashier.,The school was run around by some muffin.,syntax,s-selection,animate_subject_passive,True,True,False,False,115,-54.72881317138672,-51.980499267578125,0
Waitresses are argued about by the alumni.,Waitresses are argued about by the window.,syntax,s-selection,animate_subject_passive,True,True,False,False,116,-59.90828323364258,-57.06278991699219,0
The high schools are toured by some men.,The high schools are toured by some broccoli.,syntax,s-selection,animate_subject_passive,True,True,False,False,117,-48.409034729003906,-52.39535903930664,1
This mountain wasn't biked to by some children.,This mountain wasn't biked to by some drawings.,syntax,s-selection,animate_subject_passive,True,True,False,False,118,-60.41086196899414,-67.53837585449219,1
That book isn't argued about by the alumnus.,That book isn't argued about by the muffins.,syntax,s-selection,animate_subject_passive,True,True,False,False,119,-74.78672790527344,-61.604923248291016,0
A convertible wasn't broken by some man.,A convertible wasn't broken by some windows.,syntax,s-selection,animate_subject_passive,True,True,False,False,120,-60.65146255493164,-61.20088195800781,1
That child wasn't complained about by the student.,That child wasn't complained about by the wheelbarrows.,syntax,s-selection,animate_subject_passive,True,True,False,False,121,-51.79207229614258,-74.58839416503906,1
George was helped by the pedestrians.,George was helped by the committees.,syntax,s-selection,animate_subject_passive,True,True,False,False,122,-35.04278564453125,-35.047821044921875,1
Chairs are messed up by some pedestrians.,Chairs are messed up by some pamphlet.,syntax,s-selection,animate_subject_passive,True,True,False,False,123,-55.18540954589844,-56.189369201660156,1
Becky wasn't described by the driver.,Becky wasn't described by the cups.,syntax,s-selection,animate_subject_passive,True,True,False,False,124,-38.87024688720703,-40.91246032714844,1
Every unicycle was brought by some lady.,Every unicycle was brought by some cucumber.,syntax,s-selection,animate_subject_passive,True,True,False,False,125,-56.17745590209961,-63.531288146972656,1
Some mountain was left by some man.,Some mountain was left by some parenthesis.,syntax,s-selection,animate_subject_passive,True,True,False,False,126,-42.80586242675781,-56.11107635498047,1
The Impressionists aren't admired by the waiters.,The Impressionists aren't admired by the university.,syntax,s-selection,animate_subject_passive,True,True,False,False,127,-77.67337036132812,-63.6057014465332,0
The eyes are discovered by the actress.,The eyes are discovered by the sweaters.,syntax,s-selection,animate_subject_passive,True,True,False,False,128,-41.622154235839844,-44.732025146484375,1
The screens are broken by the cashiers.,The screens are broken by the candles.,syntax,s-selection,animate_subject_passive,True,True,False,False,129,-46.19757080078125,-37.903587341308594,0
Allison wasn't questioned by the man.,Allison wasn't questioned by the parenthesis.,syntax,s-selection,animate_subject_passive,True,True,False,False,130,-47.672218322753906,-61.91010284423828,1
These skateboards weren't broken by the children.,These skateboards weren't broken by the analyses.,syntax,s-selection,animate_subject_passive,True,True,False,False,131,-50.730857849121094,-59.73371124267578,1
Omar wasn't questioned by some ladies.,Omar wasn't questioned by some light.,syntax,s-selection,animate_subject_passive,True,True,False,False,132,-53.29290771484375,-51.975746154785156,0
The pedestrian is revealed by the pedestrians.,The pedestrian is revealed by the book.,syntax,s-selection,animate_subject_passive,True,True,False,False,133,-45.091392517089844,-40.68486022949219,0
Holly isn't hired by some driver.,Holly isn't hired by some dish.,syntax,s-selection,animate_subject_passive,True,True,False,False,134,-51.40631866455078,-50.04850387573242,0
Larry was approached by the men.,Larry was approached by the synthesis.,syntax,s-selection,animate_subject_passive,True,True,False,False,135,-30.45290756225586,-35.37841033935547,1
That adult isn't visited by the ladies.,That adult isn't visited by the bicycle.,syntax,s-selection,animate_subject_passive,True,True,False,False,136,-51.36708068847656,-51.14943313598633,0
The Clintons were remembered by the waitress.,The Clintons were remembered by the glasses.,syntax,s-selection,animate_subject_passive,True,True,False,False,137,-51.2240104675293,-50.46239471435547,0
Brett isn't helped by the child.,Brett isn't helped by the mice.,syntax,s-selection,animate_subject_passive,True,True,False,False,138,-57.290771484375,-62.13892364501953,1
Galileo isn't watched by some customer.,Galileo isn't watched by some blouse.,syntax,s-selection,animate_subject_passive,True,True,False,False,139,-57.84659194946289,-64.31179809570312,1
Mary wasn't hired by some students.,Mary wasn't hired by some mirrors.,syntax,s-selection,animate_subject_passive,True,True,False,False,140,-39.103023529052734,-42.25295639038086,1
Melinda was left by some actresses.,Melinda was left by some series.,syntax,s-selection,animate_subject_passive,True,True,False,False,141,-40.900184631347656,-40.90794372558594,1
A lot of high schools aren't driven to by some boy.,A lot of high schools aren't driven to by some chair.,syntax,s-selection,animate_subject_passive,True,True,False,False,142,-72.59867858886719,-73.76167297363281,1
The bank isn't gone to by some adult.,The bank isn't gone to by some shawl.,syntax,s-selection,animate_subject_passive,True,True,False,False,143,-52.96461486816406,-65.08393859863281,1
A library wasn't toured by some senator.,A library wasn't toured by some bird.,syntax,s-selection,animate_subject_passive,True,True,False,False,144,-67.86341857910156,-65.68054962158203,0
Actors are seen by the guest.,Actors are seen by the book.,syntax,s-selection,animate_subject_passive,True,True,False,False,145,-52.47758483886719,-48.7401123046875,0
Winston Churchill isn't seen by the person.,Winston Churchill isn't seen by the hair.,syntax,s-selection,animate_subject_passive,True,True,False,False,146,-53.42558288574219,-55.855316162109375,1
George wasn't hired by some teacher.,George wasn't hired by some mushroom.,syntax,s-selection,animate_subject_passive,True,True,False,False,147,-41.658058166503906,-45.96318054199219,1
Some chair was broken by the child.,Some chair was broken by the dishes.,syntax,s-selection,animate_subject_passive,True,True,False,False,148,-39.31906509399414,-40.83942794799805,1
Veronica was forgotten by the guys.,Veronica was forgotten by the hair.,syntax,s-selection,animate_subject_passive,True,True,False,False,149,-38.1455078125,-40.03559875488281,1
That bike was broken by the waiters.,That bike was broken by the stimuli.,syntax,s-selection,animate_subject_passive,True,True,False,False,150,-52.90339279174805,-44.47169494628906,0
All cars aren't discovered by some alumnus.,All cars aren't discovered by some sock.,syntax,s-selection,animate_subject_passive,True,True,False,False,151,-64.54943084716797,-50.2147102355957,0
This restaurant is arrived at by some senators.,This restaurant is arrived at by some newspaper article.,syntax,s-selection,animate_subject_passive,True,True,False,False,152,-57.125587463378906,-61.487918853759766,1
Claire wasn't concealed by some actor.,Claire wasn't concealed by some slopes.,syntax,s-selection,animate_subject_passive,True,True,False,False,153,-57.02580642700195,-59.83586120605469,1
Tamara wasn't noticed by some dancer.,Tamara wasn't noticed by some mouths.,syntax,s-selection,animate_subject_passive,True,True,False,False,154,-49.920291900634766,-51.05259323120117,1
Those windows were broken by some person.,Those windows were broken by some books.,syntax,s-selection,animate_subject_passive,True,True,False,False,155,-36.73668670654297,-37.224220275878906,1
Daniel isn't praised by the driver.,Daniel isn't praised by the pies.,syntax,s-selection,animate_subject_passive,True,True,False,False,156,-39.63568115234375,-41.996585845947266,1
Those cafes are seen by some patient.,Those cafes are seen by some bird.,syntax,s-selection,animate_subject_passive,True,True,False,False,157,-44.90092849731445,-45.22150421142578,1
Hospitals aren't biked to by the man.,Hospitals aren't biked to by the mouth.,syntax,s-selection,animate_subject_passive,True,True,False,False,158,-72.24779510498047,-73.29058837890625,1
Those public parks weren't found by some cashiers.,Those public parks weren't found by some carriages.,syntax,s-selection,animate_subject_passive,True,True,False,False,159,-63.329158782958984,-63.12747573852539,0
Some mountain isn't climbed down by the cashiers.,Some mountain isn't climbed down by the carts.,syntax,s-selection,animate_subject_passive,True,True,False,False,160,-59.480716705322266,-54.773109436035156,0
Every unicycle isn't fixed by some student.,Every unicycle isn't fixed by some bananas.,syntax,s-selection,animate_subject_passive,True,True,False,False,161,-61.41737747192383,-62.325096130371094,1
Colleen wasn't sounded like by some boy.,Colleen wasn't sounded like by some dish.,syntax,s-selection,animate_subject_passive,True,True,False,False,162,-54.025203704833984,-55.218719482421875,1
Florence is forgotten by some boy.,Florence is forgotten by some species.,syntax,s-selection,animate_subject_passive,True,True,False,False,163,-48.49955749511719,-47.10054397583008,0
Some shoe wasn't cleaned by the teachers.,Some shoe wasn't cleaned by the parenthesis.,syntax,s-selection,animate_subject_passive,True,True,False,False,164,-48.285728454589844,-61.32914352416992,1
Samantha is insulted by some children.,Samantha is insulted by some stairs.,syntax,s-selection,animate_subject_passive,True,True,False,False,165,-53.522708892822266,-59.02586364746094,1
Gerald was described by some men.,Gerald was described by some plays.,syntax,s-selection,animate_subject_passive,True,True,False,False,166,-51.42030334472656,-53.97352600097656,1
Connie isn't left by some teachers.,Connie isn't left by some paintings.,syntax,s-selection,animate_subject_passive,True,True,False,False,167,-46.560150146484375,-47.494667053222656,1
Allison isn't attacked by the offspring.,Allison isn't attacked by the cats.,syntax,s-selection,animate_subject_passive,True,True,False,False,168,-50.4136962890625,-48.7857780456543,0
Tina is fired by the guests.,Tina is fired by the radius.,syntax,s-selection,animate_subject_passive,True,True,False,False,169,-38.94364929199219,-40.596466064453125,1
Some door wasn't revealed by the doctors.,Some door wasn't revealed by the chairs.,syntax,s-selection,animate_subject_passive,True,True,False,False,170,-47.4935188293457,-49.661399841308594,1
These women are investigated by some customer.,These women are investigated by some parenthesis.,syntax,s-selection,animate_subject_passive,True,True,False,False,171,-39.78575897216797,-51.53412628173828,1
Stephanie isn't forgotten by some teenagers.,Stephanie isn't forgotten by some pamphlets.,syntax,s-selection,animate_subject_passive,True,True,False,False,172,-53.80628204345703,-65.6646728515625,1
Randolf isn't visited by some people.,Randolf isn't visited by some axis.,syntax,s-selection,animate_subject_passive,True,True,False,False,173,-45.70945739746094,-55.52378463745117,1
Kathleen was worked with by the child.,Kathleen was worked with by the teeth.,syntax,s-selection,animate_subject_passive,True,True,False,False,174,-57.85997772216797,-61.150901794433594,1
The adults aren't cured by some doctors.,The adults aren't cured by some turtle.,syntax,s-selection,animate_subject_passive,True,True,False,False,175,-45.40094757080078,-51.10060501098633,1
